"";"n";"connectivity";"sumbg";"s";"p";"trt"
"1";"A-_1";"0.0815789473684211";"1.5";"Mons";"A";"0"
"2";"A-_2";"0.0928571428571429";"1.05555555555556";"Mons";"A";"0"
"3";"A-_3";"0.0928571428571429";"1.05555555555556";"Mons";"A";"0"
"4";"A-_4";"0.0928571428571429";"1.05555555555556";"Mons";"A";"0"
"5";"A+_1";"0.0928571428571429";"1.05555555555556";"Mons";"A";"1"
"6";"A+_2";"0.106060606060606";"1.05";"Mons";"A";"1"
"7";"A+_3";"0.0928571428571429";"1.05555555555556";"Mons";"A";"1"
"8";"A+_4";"0.0928571428571429";"1.05555555555556";"Mons";"A";"1"
"9";"B-_1";"0.106060606060606";"1.05";"Mons";"B";"0"
"10";"B-_2";"0.1";"1.42307692307692";"Mons";"B";"0"
"11";"B-_3";"0.106060606060606";"1.05";"Mons";"B";"0"
"12";"B-_4";"0.106060606060606";"1.05";"Mons";"B";"0"
"13";"B+_1";"0.106060606060606";"1.05";"Mons";"B";"1"
"14";"B+_2";"0.0976190476190476";"1.05714285714286";"Mons";"B";"1"
"15";"B+_3";"0.106060606060606";"1.05";"Mons";"B";"1"
"16";"B+_4";"0.0928571428571429";"1.05555555555556";"Mons";"B";"1"
"17";"C-_1";"0.1";"1.42307692307692";"Lus";"C";"0"
"18";"C-_2";"0.1";"1.42307692307692";"Lus";"C";"0"
"19";"C-_3";"0.106060606060606";"1.05";"Lus";"C";"0"
"20";"C-_4";"0.106060606060606";"1.05";"Lus";"C";"0"
"21";"C+_1";"0.106060606060606";"1.05";"Lus";"C";"1"
"22";"C+_2";"0.106060606060606";"1.05";"Lus";"C";"1"
"23";"C+_3";"0.0880952380952381";"1.44";"Lus";"C";"1"
"24";"C+_4";"0.104743083003953";"1.18421052631579";"Lus";"C";"1"
"25";"D-_1";"0.106060606060606";"1.05";"Lus";"D";"0"
"26";"D-_2";"0.106060606060606";"1.05";"Lus";"D";"0"
"27";"D-_3";"0.106060606060606";"1.05";"Lus";"D";"0"
"28";"D-_4";"0.1";"1.42307692307692";"Lus";"D";"0"
"29";"D+_1";"0.106060606060606";"1.05";"Lus";"D";"1"
"30";"D+_2";"0.106060606060606";"1.05";"Lus";"D";"1"
"31";"D+_3";"0.106060606060606";"1.05";"Lus";"D";"1"
"32";"D+_4";"0.1";"1.42307692307692";"Lus";"D";"1"
"33";"E-_1";"0.106060606060606";"1.05";"Lus";"E";"0"
"34";"E-_2";"0.106060606060606";"1.05";"Lus";"E";"0"
"35";"E-_3";"0.1";"1.42307692307692";"Lus";"E";"0"
"36";"E-_4";"0.1";"1.42307692307692";"Lus";"E";"0"
"37";"E+_1";"0.106060606060606";"1.05";"Lus";"E";"1"
"38";"E+_2";"0.106060606060606";"1.05";"Lus";"E";"1"
"39";"E+_3";"0.106060606060606";"1.05";"Lus";"E";"1"
"40";"E+_4";"0.106060606060606";"1.05";"Lus";"E";"1"
"41";"F-_1";"0.104743083003953";"1.18421052631579";"Theix";"F";"0"
"42";"F-_2";"0.106060606060606";"1.05";"Theix";"F";"0"
"43";"F-_3";"0.106060606060606";"1.05";"Theix";"F";"0"
"44";"F-_4";"0.106060606060606";"1.05";"Theix";"F";"0"
"45";"F+_1";"0.106060606060606";"1.05";"Theix";"F";"1"
"46";"F+_2";"0.106060606060606";"1.05";"Theix";"F";"1"
"47";"F+_3";"0.106060606060606";"1.05";"Theix";"F";"1"
"48";"F+_4";"0.106060606060606";"1.05";"Theix";"F";"1"
"49";"G-_1";"0.106060606060606";"1.05";"Theix";"G";"0"
"50";"G-_2";"0.0928571428571429";"1.05555555555556";"Theix";"G";"0"
"51";"G-_3";"0.106060606060606";"1.05";"Theix";"G";"0"
"52";"G-_4";"0.106060606060606";"1.05";"Theix";"G";"0"
"53";"G+_1";"0.106060606060606";"1.05";"Theix";"G";"1"
"54";"G+_2";"0.106060606060606";"1.05";"Theix";"G";"1"
"55";"G+_3";"0.106060606060606";"1.05";"Theix";"G";"1"
"56";"G+_4";"0.106060606060606";"1.05";"Theix";"G";"1"
"57";"H-_1";"0.106060606060606";"1.05";"Theix";"H";"0"
"58";"H-_2";"0.106060606060606";"1.05";"Theix";"H";"0"
"59";"H-_3";"0.106060606060606";"1.05";"Theix";"H";"0"
"60";"H-_4";"0.106060606060606";"1.05";"Theix";"H";"0"
"61";"H+_1";"0.106060606060606";"1.05";"Theix";"H";"1"
"62";"H+_2";"0.106060606060606";"1.05";"Theix";"H";"1"
"63";"H+_3";"0.1";"1.42307692307692";"Theix";"H";"1"
"64";"H+_4";"0.106060606060606";"1.05";"Theix";"H";"1"
